Beschreibung,Datum,File,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter,New_Date,Year,Month,Day
Bei drohenden Naturkatastrophen können durch rechtzeitige Warnung der Bevölkerung Personen- und Sachschäden verhindert werden. Zu diesem Zweck werden Warnungen des Bundes vor grossen Naturgefahren künftig über Radio und Fernsehen verbreitet.,Mo 27.06.2011 09:30 - 11:30,3645.html,Kurt Münger Chef Kommunikation BABS Chef Section communication OFPP Capo Informazione UFPP 031 322 55 83,"Schweizer Radio und Fernsehen SRF, Radiostudio Bern, Schwarztorstrasse 21 3000 Bern","Attachments Einladung an die Medien (PDF, 33 kB)",Bessere Information der Bevölkerung bei der Warnung vor Naturgefahren,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3645.html,Bundesamt für Bevölkerungsschutz,2011-06-27,2011,6,27
"Am 1. Juli 2006 ist das Bundesgesetz über das Öffentlichkeitsprinzip der Verwaltung in Kraft getreten. Zum fünften Jahrestag veranstaltet der Eidgenössische Datenschutz- und Öffentlichkeitsbeauftragte die erste Schweizerische Tagung zum Öffentlichkeitsprinzip in der Verwaltung. Referenten aus den Bereichen Wissenschaft, Medien und Verwaltung ziehen eine Bilanz nach fünf Jahren Öffentlichkeitsgesetz und präsentieren ihre Sicht der transparenten Verwaltung. Abgerundet wird die Veranstaltung mit einer Podiumsdiskussion. Der ganztägige Anlass findet am 31. August 2011 auf dem Gurten bei Bern statt und richtet sich an Interessierte aus Bund und Kantonen, an Medienschaffende, NGOs, Vertreterinnen und Vertreter aus Wissenschaft und Politik sowie interessierte Bürgerinnen und Bürger.",Mi 31.08.2011 09:00 - 16:30,3646.html,"EDÖB, Feldeggweg 1, 3003 Bern Tel. 031 323 74 84 / E-Mail: contact20@edoeb.admin.ch",Gurten - Park im Grünen 3084 Wabern,"Attachments Programm / Anmeldung (PDF, 29 kB)",Schweizerische Tagung zum Öffentlichkeitsprinzip in der Verwaltung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3646.html,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter,2011-08-31,2011,8,31
"Programm · Rede Christian Levrat, Parteipräsident · Talk mit Bundesrätin Simonetta Sommaruga · Schwerpunkt „Millionen-Erbschaften besteuern für unsere AHV“ · Diverse Resolutionen, u.a. „für eine öffentliche Krankenkasse“",Sa 25.06.2011 10:45 - 15:45,3647.html,Andreas Käsermann Medienverantwortlicher SP Schweiz 031 329 69 82 079 434 07 34 andreas.kaesermann@spschweiz.ch Jean-Yves Gentil Mediensprecher-Stv. 031 329 69 86 079 672 06 42 jean-yves.gentil@pssuisse.ch,Stadttheater Théâtre de la Ville 4603 Olten,"Attachments Einladung an die Medien (PDF, 118 kB)",Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3647.html,SP Schweiz,2011-06-25,2011,6,25
Medienkonferenz,Do 17.11.2011 10:00 - 11:00,3648.html,Andrea Ledergerber Lüber Co-Leiterin wissenschaftliches Sekretariat Eidgenössiche Kommission für Kinder- und Jugendfragen EKKJ Tel +41 31 322 79 80,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",,Publikation Bericht „Kindern zuhören“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3648.html,Eidgenössische Kommission für Kinder- und Jugendfragen EKKJ,2011-11-17,2011,11,17
"Der Veterinärdienst Schweiz wird vom 28. Juni bis 30. Juni 2011 mit einem fiktiven nationalen Tierseuchenausbruch seine Krisenszenarien auf allen Stufen testen. Dazu wird ein aus-gedehnter Ausbruch der Maul- und Klauenseuche (MKS) in der ganzen Schweiz simuliert. Am Dienstag, 28.6. 2011 wird in einer Gemeinde der Urkantone ein erster fiktiver MKS Seu-chenfall auftreten. In Zusammenarbeit mit der Chemiewehr Uri und weiteren seuchenpolizei-lichen Organen wird der Veterinärdienst der Urkantone Sofortmassnahmen (Sperre des Tier,- Personen- und Warenverkehrs, Reinigung, Desinfektion) treffen müssen. Wir bieten den Medienschaffenden ein Zeitfenster, um am Schadensplatz das Geschehen zu beobachten und mit den verantwortlichen Interviews zu machen. Aufgrund der Übungsanlage können wir Ihnen den genauen Ort erst am Dienstagvormittag bekannt geben. Wir werden Sie benachrichtigen.",Di 28.06.2011 13:30,3654.html,"Sabine Leisinger, Veterinärdienst der Urkantone Tel. 041 825 41 52",Ort wird bekannt gegeben,"Attachments Anmeldung (PDF, 62 kB)",NOSOS 2011: der Veterinärdienst Schweiz übt den Ernstfall,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3654.html,Bundesamt für Veterinärwesen zusammen mit dem Veterinärdienst der Urkantone,2011-06-28,2011,6,28
Delegiertenversammlung,Sa 25.06.2011 10:15,3658.html,Noé Blancpain Kommunikationschef / chef de la communication blancpain@fdp.ch 078 748 61 63 Philippe Miauton Pressesprecher / porte-parole miauton@plr.ch 079 277 68 41,Théâtre La Poste La Poste place 4 3930 Visp,"Attachments Einladung an die Medien (PDF, 96 kB)",Absurde Bürokratie stoppen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3658.html,FDP Schweiz,2011-06-25,2011,6,25
Medienkonferenz Teilnehmer: Fulvio Pelli Kurt Weigelt Pierre Castella,Di 28.06.2011 11:30,3659.html,Philippe Miauton Secrétaire romand et porte-parole miauton@plr.ch 079 277 68 41,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",,Fitnesskurs für eine noch wettbewerbsfähigere Schweiz statt währungspolitischer Interventionismus,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3659.html,FDP Schweiz,2011-06-28,2011,6,28
Medienkonferenz,Mo 04.07.2011 09:15,3660.html,Ewald Ackermann 031 377 01 09 / 079 660 36 14,Hotel Bern Bern,,"""Regulierung der Temporärarbeit""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3660.html,Schweizerischer Gewerkschaftsbund SGB,2011-07-04,2011,7,4
"Weitere Teilnehmende: • Nationalrätin Marie-Thérèse Weber-Gobet, CSP • Nationalrätin Sylvie Perrinjacquet, PLR • Nationalrat Jean-François Steiert, SP • Balthasar Glättli, Leiter Kampagnen vpod schweiz • Bea Schwager, Präsidentin Verein für die Rechte illegalisierter Kinder • Alessandro de Filippo, Vice-Président Verein für die Rechte illegalisierter Kinder",Mo 04.07.2011 13:30 - 15:30,3663.html,Katharina Prelicz-Huber Nationalrätin 044 272 79 15 / 076 391 79 15 katharina.prelicz@parl.ch,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern","Attachments Einladung an die Medien (PDF, 107 kB)","""Recht auf Bildung für Sans-Papiers-Kinder""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3663.html,"Nationalrätin Katharina Prelicz-Huber, Grüne",2011-07-04,2011,7,4
"Medienkonferenz Im Rahmen des Projekts «Frauen bauen Zukunft» engagieren sich die schweizerischen Frauendachverbände und die EKF dafür, dass am 23. Oktober mehr Frauen ins Parlament gewählt werden. Teilnehmerinnen: Etiennette J. Verrey, Präsidentin der Eidg. Kommission für Frauenfragen EKF Rosmarie Koller, Präsidentin des Schweizerischen Katholischen Frauenbundes SKF Regula Stämpfli, Politologin, Verfasserin der Studie",Fr 09.09.2011 11:00 - 12:00,3665.html,Etiennette J. Verrey Präsidentin der Eidg. Kommission für Frauenfragen EKF Présidente de la Commission fédérale pour les questions féminines CFQF Etiennette.verrey@bluewin.ch 061 922 16 74 Claudia Weilenmann Sekretariat Eidgenössische Kommission für Frauenfragen EKF Secrétariat de la Commission fédérale pour les questions féminines CFQF claudia.weilenmann@ebg.admin.ch 031 324 93 26,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern","Attachments Einladung an die Medien (PDF, 74 kB) Links www.frauenkommission.ch www.frauenbauenzukunft.ch","""Eidg. Wahlen 2011: Präsentation einer Studie von Regula Stämpfli zu den Chancen der Frauen in der Politik und zu den Gleichstellungsmassnahmen der Parteien""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3665.html,EKF und Schweizer Frauendachverbände,2011-09-09,2011,9,9
"Medienkonferenz Teilnehmer: Fulvio Pelli, Parteipräsident Philipp Müller, Nationalrat, Aargau",Di 05.07.2011 11:00,3666.html,"Noé Blancpain Kommunikationschef 078 748 61 63, blancpain@fdp.ch Camille Meier Stagiaire en communication 031 320 35 21, meier@fdp.ch","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",,"""Asylpolitik""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3666.html,FDP Schweiz,2011-07-05,2011,7,5
Medienkonferenz des Bundesrates Themen: - Voranschlag 2012 - Bundesgesetz über die Besteuerung nach dem Aufwand Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Do 30.06.2011 13:30,3670.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",Links www.tv.admin.ch,Bundesratssitzung vom 29. Juni 2011,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3670.html,Der Bundesrat,2011-06-30,2011,6,30
Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Fr 09.12.2011,3671.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",Links www.tv.admin.ch,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3671.html,Der Bundesrat,2011-12-09,2011,12,9
Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Fr 16.12.2011,3672.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",Links www.tv.admin.ch,Letzte Bundesratssitzung 2011,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3672.html,Der Bundesrat,2011-12-16,2011,12,16
Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Mi 11.01.2012,3673.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",Links www.tv.admin.ch,Erste Bundesratssitzung 2012,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3673.html,Der Bundesrat,2012-01-11,2012,1,11
Wintersession der Eidgenössischen Räte (bis 23. Dezember 2011),Mo 05.12.2011 14:30,3674.html,,Parlamentsgebäude Palais du Parlement Bern,Links Die Bundesversammlung - Das Schweizer Parlament,Beginn der Session,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3674.html,Bundesversammlung,2011-12-05,2011,12,5
"Medienkonferenz • Nationalrat Peter Föhn, SVP • Nationalrätin Elvira Bader, CVP • Partei-Co-Präsidentin EVP Genf, Valérie Kasteler-Budde",Mo 04.07.2011 10:00,3675.html,Überparteiliches Komitee „Abtreibungsfinanzierung ist Privatsache“ Comité interpartis „Le financement de l’interruption de grossesse est une affaire privée“,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",,Unterschrifteneinreichung für die eidgenössische Volksinitiative „Abtreibungsfinanzierung ist Privatsache“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3675.html,Überparteiliches Komitee „Abtreibungsfinanzierung ist Privatsache“,2011-07-04,2011,7,4
Kick-off Event für den Innovationsvoucher (Pilotprojekt),Mo 04.07.2011 16:00,3676.html,"Vinzenz Batt, Kommunikation KTI 031 322 83 63",Hotel Allegro Bern,"Attachments Einladung an die Medien (PDF, 3 MB)","""Lancierung des Innovationsvouchers""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3676.html,Kommission für Technologie und Innovation KTI,2011-07-04,2011,7,4
"Medienkonferenz Der Bericht wird am 6. Juli 2011, ab 08.00 Uhr im Medienzentrum und im Parlamentsgebäude vor dem Kommissionszimmer 286 aufgelegt (Sperrfrist: 6. Juli 2011, 10.00 Uhr).",Mi 06.07.2011 10:00,3678.html,,"Parlamentsgebäude, Zimmer 286 Palais du Parlement, salle 286 Bern","Attachments Einladung an die Medien (PDF, 1 MB)",Inspektion der Geschäftsprüfungskommissionen der eidg. Räte „Die Behörden unter dem Druck der Finanzkrise und der Herausgabe von UBS-Kundendaten an die USA“; Beurteilung der Stellungnahmen der Behörden,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3678.html,Geschäftsprüfungskommission des National- und Ständerates,2011-07-06,2011,7,6
"Medienkonferenz Es informieren: Staatsrätin Isabelle Chassot (FR), Präsidentin der EDK Hans Ambühl, Generalsekretär der EDK",Mo 04.07.2011 14:00,3679.html,Pressedienst Generalsekretariat EDK / Service de presse du Secrétariat général de la CDIP 031 309 51 11 presse@edk.ch,Haus der Kantone / Maison des cantons Speichergasse 6 Bern,,Freigabe der ersten nationalen Bildungsziele für die obligatorische Schule / Zwischenbilanz HarmoS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3679.html,Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK),2011-07-04,2011,7,4
,Do 07.07.2011 10:50,3680.html,"SVP Schweiz, Silvia Bär, 031 300 58 58",Bundesplatz Bern,,Einladung zur Einreichung der Unterschriften für die Volksinitiative „Volkswahl des Bundesrates“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3680.html,SVP Schweiz,2011-07-07,2011,7,7
"Medienkonferenz Referate - NR Toni Brunner, Parteipräsident - a. BR Christoph Blocher, Vizepräsident - KR Gregor Rutz, Mitglied der Arbeitsgruppe zur Umsetzung der Ausschaffungsinitiative - Gilberte Demont, Präsidentin der SVP des Kantons Freiburg",Fr 08.07.2011 09:00,3681.html,"SVP Schweiz, Silvia Bär, 031 300 58 58","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",,"""Ausschaffungsinitiative: Umsetzung Verfassungsauftrag des Volkes""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3681.html,SVP Schweiz,2011-07-08,2011,7,8
,Di 12.07.2011 14:00,3683.html,"Silvia Bär Stv. Generalsekretärin, 031 300 58 58","Bundeshaus-West, Bundeskanzlei, Seite Bundesterrasse Bern 3003 Bern",,SVP reicht Familieninitiative ein,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3683.html,SVP Schweiz,2011-07-12,2011,7,12
"Medienkonferenz Referate: • Rolf Schudel, Präsident SVP International • Nationalrat André Reymond • Dr. Johannes B. Kunz • Inge Schütz • Roman Rauper • John McGough",Mo 11.07.2011 14:00,3684.html,"Miriam Dagai, Sekretärin SVP International, 031 300 58 58",Medienzentrum Bundeshaus 3003 Bern,,"""SVP International steigt in den Wahlkampf 2011""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3684.html,SVP Schweiz,2011-07-11,2011,7,11
Test,Di 30.12.2008 11:00 - 11:30,3685.html,,Bern,,Test,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3685.html,Bundeskanzlei,2008-12-30,2008,12,30
Test,Mi 30.12.2009 11:00 - 11:30,3686.html,,Bern,,Test,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3686.html,Bundeskanzlei,2009-12-30,2009,12,30
Test,Do 31.12.2009 11:00 - 11:30,3687.html,,Bern,,Test,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3687.html,Bundeskanzlei,2009-12-31,2009,12,31
"Pressekonferenz Referate NR Toni Brunner, Parteipräsident GR Claude-Alain Voiblet, Westschweizer Koordinator NR Hans Fehr, Spezialprojekte Wahlkampf",Do 14.07.2011 14:00,3688.html,"Silvia Bär Stv. Generalsekretärin, 031 300 58 58",Medienzentrum Bundeshaus 3003 Bern,,"""101 Tage vor den Wahlen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3688.html,SVP Schweiz,2011-07-14,2011,7,14
Medienkonferenz,Fr 09.09.2011 09:30,3689.html,"Ingrid Hess Telefon 031 313 34 33, Fax 031 313 34 35 info at umweltallianz.ch, hess at umweltallianz.ch",Politforum des Bundes Käfigturm 3011 Bern,,Umweltrating der Umweltorganisationen zu den Wahlen 2011,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3689.html,"Umweltallianz (WWF Schweiz, Greenpeace, VCS, Pro Natura)",2011-09-09,2011,9,9
"Medienkonferenz des Vereins ""Open-Air auf dem Bundesplatz"", unter Anwesenheit von Kindern und Jugendlichen aus Tschernobyl",Mi 20.07.2011 10:30,3692.html,info (at) openair-auf-dem-bundesplatz.ch,Medienzentrum Bundeshaus 3003 Bern,"Attachments Einladung (PDF, 81 kB)","""Eine Bundesfeier für eine unbelastete Zukunft""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3692.html,CVP/SPS,2011-07-20,2011,7,20
"Point de presse Mit: Kathy Riklin, Nationalrätin (ZH), Präsidentin Kommission für Aussenpolitik CVP Schweiz, Elisabeth Schneider-Schneiter, Nationalrätin (BL) und Mitglied der APK-N",Do 21.07.2011 10:30,3693.html,"Auskünfte/ renseignements: Alexandra Perina, Fraktionssekretärin/Secrétaire du Groupe, Mobil: 078 659 29 89 Tim Frey, Generalsekretär CVP Schweiz/Secrétaire général PDC suisse , Mobil: 079 873 88 08",Medienzentrum Bundeshaus 3003 Bern,,"""Entwicklungszusammenarbeit: Interessenpolitik oder uneigennützige Hilfe?""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3693.html,CVP Schweiz,2011-07-21,2011,7,21
"Pressekonferenz Referenten: Nationalrat Toni Brunner (SG), Präsident SVP Schweiz Nationalrat Guy Parmelin (VD) Kantonsrätin Anita Borer (ZH) Thomas Matter (ZH), Unternehmer",Mo 25.07.2011 14:00,3694.html,Martin Baltisser Generalsekretär SVP Schweiz 031 300 58 58 / 079 351 92 22,Medienzentrum Bundeshaus 3003 Bern,,"Lancierung ""Volksinitiative gegen Masseneinwanderung""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3694.html,SVP Schweiz,2011-07-25,2011,7,25
Medienkonferenz,Do 11.08.2011 10:00,3696.html,Rochus Burtscher 044 421 34 45 rochus.burtscher (at) enaw.ch,Alcatel Friesenbergstrasse 75 8055 Zürich,"Attachments Einladung (PDF, 44 kB) Anmeldung (PDF, 12 kB)",Tätigkeitsbericht 2010 Energie-Agentur der Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3696.html,Energie-Agentur der Wirtschaft,2011-08-11,2011,8,11
"Medienkonferenz Referenten: NR Christian Wasserfallen, Martin Blumenthal (jfgr), Cédric Vollmar (jflu)",Do 04.08.2011 10:00,3702.html,Manuela FetzPhone: +41 79 502 23 61 E-Mail: sekretariat at jungfreisinnige.ch,Medienzentrum Bundeshaus 3003 Bern,,"""Wie jungfreisinnige die Schweiz verändern""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3702.html,Jungfreisinnige Schweiz,2011-08-04,2011,8,4
Mit den Autoren Viktor Parma und Oswald Sigg,Do 25.08.2011 17:00,3703.html,,"Politforum des Bundes, Käfigturm 3011 Bern",,"Buchpräsentation ""Die käufliche Schweiz""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3703.html,Verlag Nagel&Kimche,2011-08-25,2011,8,25
"Medienkonferenz ""Jahrbuch 2011 Qualität der Medien Schweiz Suisse Svizzera""",Do 06.10.2011 10:00,3704.html,,Hotel Bellevue 3011 Bern,,Qualität der Schweizer Medien,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3704.html,Stiftung Öffentlichkeit und Gesellschaft,2011-10-06,2011,10,6
"Medienkonferenz Programm: Heiner Studer, Parteipräsident der EVP Schweiz: Erbschaftssteuerreform: Einführung, Entstehung und Eckwerte Christian Levrat, Parteipräsident der SP Schweiz (en français): : Die Erbschaftssteuerreform ist liberal, gerecht und schafft Chancengleichheit Nationalrätin Marlies Bänziger (Grüne, ZH): Kantone werden am Ertrag beteiligt Nationalrätin Marie-Thérèse Weber-Gobet (CSP, FR): Moderate Erbschaftssteuer trägt zur Stärkung der AHV bei Giorgio Tuti, Vizepräsident SGB und Präsident SEV: Verteilungsbericht: Ungleiche Vermögensverteilung in der Schweiz Rosmarie Zapfl, alt CVP-Nationalrätin (ZH): Keine Gefährdung von KMU und Landwirtschaftsbetrieben",Di 16.08.2011 10:00 - 11:00,3705.html,"Heiner Studer, Président PEV Suisse : 079 445 31 70 Christian Levrat, Président PS Suisse: 079 240 75 57 Giorgio Tuti, Vice-président USS et Président SEV: 079 221 45 64 Conseillère nationale Marie-Thérèse Weber-Gobet (PCS, FR): 079 508 72 94 Conseillère nationale Marlies Bänziger (Verts, ZH): 076 592 66 87 Rosmarie Zapfl, anc. Conseillère nationale (PDC, ZH): 079 425 54 31 Joel Blunier, secrétaire générale PEV Suisse: 076 379 76 79 Niklaus Hari, chargé de communication PEV Suisse: 079 202 72 27",Medienzentrum Bundeshaus 3003 Bern,"Attachments Einladung (PDF, 76 kB)",Lancierung der Volksinitiative „Millionen-Erbschaften für unsere AHV besteuern (Erbschaftssteuerreform)“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3705.html,EVP Schweiz,2011-08-16,2011,8,16
"Bundesrat Ueli Maurer wird Rückblick halten und seine Ziele, Perspektiven und Erwartungen bekanntgeben.",Fr 19.08.2011 13:30 - 18:00,3706.html,Silvia Steidle 031 324 50 86 silvia.steidle@gs-vbs.admin.ch,Treffpunkt für die Medienschaffenden vor dem Bundeshaus Ost Point de rencontre pour les représentants des médias : devant le Palais fédéral est. Punto di ritrovo per gli operatori dei media davanti a Palazzo federale est. 3001 Bern,"Attachments Einladung (PDF, 51 kB)",VBS-Kadertag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3706.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2011-08-19,2011,8,19
Point de presse mit Fraktionschef und Ständerat Urs Schwaller (FR) und Nationalrätin Lucrezia Meier-Schatz (SG),Fr 05.08.2011 10:30,3707.html,"Tim Frey, Generalsekretär, CVP Schweiz, 079 873 88 08, frey@cvp.ch",Medienzentrum Bundeshaus 3003 Bern,,« Starker Mittelstand dank der CVP »,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3707.html,CVP Schweiz,2011-08-05,2011,8,5
"Delegiertenversammlung „KMU stärken, Arbeitsplätze sichern“",Sa 27.08.2011 10:15,3708.html,"Noé Blancpain, chef de la communication, 078 748 61 63, blancpain@fdp.ch Philippe Miauton, porte-parole, 079 277 68 41, miauton@plr.ch","Palais de Beaulieu, Av. des Bergières 10, 1000 Lausanne 22 1000 Lausanne",,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3708.html,FDP Schweiz,2011-08-27,2011,8,27
mit Bundesrätin Simonetta Sommaruga,Fr 12.08.2011 14:00,3709.html,"Guido Balmer, Tel. +41 31 322 18 18",Bernerhof 3003 Bern,"Attachments Einladung (PDF, 95 kB)",Hintergrundgespräch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3709.html,Eidgenössisches Justiz- und Polizeidepartement EJPD,2011-08-12,2011,8,12
"Fairness soll nicht nur im Sport, sondern auch in der Politik und im täglichen Umgang gelten, dafür setzt sich die Kampagne «Fairplay im Wahlkampf» ein. Im Wahlkampf geht es um politische Auseinandersetzungen. Kontroverse Themen sollen in einer Demokratie debattiert werden. Doch ein ausgrenzender Wahlkampf mit rassistischen Untertönen – die Abwertung oder Kriminalisierung von Menschen aufgrund ihrer Herkunft, ihrer Muttersprache oder ihrer Religionszugehörigkeit – fördert Konflikte und ist der politischen Diskussion nicht dienlich. Fairplay im Wahlkampf bedeutet, dass kontroverse Themen sachlich und nicht auf Kosten Anderer menschenverachtend oder diskriminierend diskutiert werden. Begründung und Zielsetzung der Kampagne «Fairplay im Wahlkampf» werden detailliert vorgestellt von: - Rita Schiavi, Mitglied der Geschäftsleitung der UNIA - Emine Sariaslan, Präsidentin des FIMM Schweiz - M. Muhammad Hanel, Delegierter der VIOZ - Georg Kreis, Präsident der Eidgenössischen Kommission gegen Rassismus EKR",Mi 10.08.2011 10:00 - 11:00,3711.html,"www.fairplay-wahlen.ch www.fairplay-elezioni.ch www.fairplay-elections.ch E-Mail: info@fairplay-elections.ch; Kathrin Buchmann, stellvertretende Geschäftsführerin EKR Tel.: 031 323 36 58 E-Mail: kathrin.buchmann@gs-edi.admin.ch.","Haus der Religionen, Laubeggstrasse 21 3006 Bern",,"Die Kampagne «Fairplay im Wahlkampf» setzt ein klares Zeichen gegen Ausgrenzung, Diffamierung und Rassismus im Wahlkampf",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3711.html,Trägerorganisationen «Fairplay im Wahlkampf»,2011-08-10,2011,8,10
Point de presse mit Bundesrat Johann N. Schneider-Ammann,Mi 10.08.2011 14:00,3713.html,"Christophe Hans, Chef d’Information DFE 031 322 39 60",Bernerhof Bundesgasse 3 Bern,"Attachments Einladung an die Medien (PDF, 62 kB)","""Runder Tisch zur Weitergabe der tieferen Importpreise aufgrund der Frankenstärke""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3713.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",2011-08-10,2011,8,10
"Das Symposium des United Nations Environment Programme (UNEP) bringt Mitglieder des Ausschusses für Umweltauswirkungen zusammen mit Wissenschaftern des Wasserforschungsinstituts Eawag und der ETH Zürich, die dem Welt-Klimarat IPCC und dem Programm für Stratospären-Prozesse als Berater dienen. Ziel des Anlasses ist, aufzuzeigen, wie der Ozonabbau, die Veränderung der UV-Strahlung und der Klimawandel zusammenhängen und wie aquatische und terrestrische Ökosystme davon betroffen sind. Die in Englisch gehaltenen Vorträge sind offen für alle Interessierten. Das Symposium wird unterstützt vom Bundesamt für Umwelt (Abteilung Internationales).",Di 30.08.2011 13:00 - 16:30,3714.html,"PD Dr. Barbara Sulzberger, sulzberger@eawag.ch, 044 391 97 85","Eawag, Forum Chriesbach, Überlandstrasse 133 8600 Dübendorf","Attachments Flyer UNEP/Eawag-Symposium (PDF, 1 MB) Links Eawag-UNEP Symposium","Ozonabbau, UV-Strahlung und Klimawandel: Zusammenhänge und Wirkung auf Ökosysteme",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3714.html,Eawag: Wasserforschungsinstitut des ETH-Bereichs,2011-08-30,2011,8,30
Medienkonferenz,Di 16.08.2011 12:15,3715.html,,"Rathaus, Rosenbergsaal Place de l’Hôtel de Ville, Rosenbergsaal St. Gallen",,Sitzung vom 15./16.8. in St. Gallen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3715.html,APK-S,2011-08-16,2011,8,16
