 0,Title,Address,Date,Description,Contact,Organisator,URL,New_Date,Year,Month,Day
3678,Inspektion der Geschäftsprüfungskommissionen der eidg. Räte „Die Behörden unter dem Druck der Finanzkrise und der Herausgabe von UBS-Kundendaten an die USA“; Beurteilung der Stellungnahmen der Behörden,"Parlamentsgebäude, Zimmer 286; Palais du Parlement, salle 286 Bern",Mi 06.07.2011 10:00,"Medienkonferenz; Der Bericht wird am 6. Juli 2011, ab 08.00 Uhr im Medienzentrum und im Parlamentsgebäude vor dem Kommissionszimmer 286 aufgelegt (Sperrfrist: 6. Juli 2011, 10.00 Uhr).",Kein Kontakt,Geschäftsprüfungskommission des National- und Ständerates,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3678.html,2011-07-06,2011,7,6
3679,Freigabe der ersten nationalen Bildungsziele für die obligatorische Schule / Zwischenbilanz HarmoS,Haus der Kantone / Maison des cantons; Speichergasse 6 Bern,Mo 04.07.2011 14:00,"Medienkonferenz; Es informieren:; Staatsrätin Isabelle Chassot (FR), Präsidentin der EDK; Hans Ambühl, Generalsekretär der EDK",Pressedienst Generalsekretariat EDK / Service de presse du Secrétariat général de la CDIP; 031 309 51 11; presse@edk.ch,Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3679.html,2011-07-04,2011,7,4
3680,Einladung zur Einreichung der Unterschriften für die Volksinitiative „Volkswahl des Bundesrates“,Bundesplatz Bern,Do 07.07.2011 10:50,Keine Beschreibung,"SVP Schweiz, Silvia Bär, 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3680.html,2011-07-07,2011,7,7
3681,"""Ausschaffungsinitiative: Umsetzung Verfassungsauftrag des Volkes""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 08.07.2011 09:00,"Medienkonferenz; ; Referate; - NR Toni Brunner, Parteipräsident; - a. BR Christoph Blocher, Vizepräsident; - KR Gregor Rutz, Mitglied der Arbeitsgruppe zur Umsetzung der Ausschaffungsinitiative; - Gilberte Demont, Präsidentin der SVP des Kantons Freiburg","SVP Schweiz, Silvia Bär, 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3681.html,2011-07-08,2011,7,8
3683,SVP reicht Familieninitiative ein,"Bundeshaus-West, Bundeskanzlei, Seite Bundesterrasse; Bern 3003 Bern",Di 12.07.2011 14:00,Keine Beschreibung,"Silvia Bär; Stv. Generalsekretärin, 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3683.html,2011-07-12,2011,7,12
3684,"""SVP International steigt in den Wahlkampf 2011""",Medienzentrum Bundeshaus 3003 Bern,Mo 11.07.2011 14:00,"Medienkonferenz; Referate: • Rolf Schudel, Präsident SVP International; • Nationalrat André Reymond; • Dr. Johannes B. Kunz; • Inge Schütz; • Roman Rauper; • John McGough","Miriam Dagai, Sekretärin SVP International, 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3684.html,2011-07-11,2011,7,11
3685,Test,Bern,Di 30.12.2008 11:00 - 11:30,Test,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3685.html,2008-12-30,2008,12,30
3686,Test,Bern,Mi 30.12.2009 11:00 - 11:30,Test,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3686.html,2009-12-30,2009,12,30
3687,Test,Bern,Do 31.12.2009 11:00 - 11:30,Test,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3687.html,2009-12-31,2009,12,31
3688,"""101 Tage vor den Wahlen""",Medienzentrum Bundeshaus 3003 Bern,Do 14.07.2011 14:00,"Pressekonferenz; Referate; NR Toni Brunner, Parteipräsident; GR Claude-Alain Voiblet, Westschweizer Koordinator; NR Hans Fehr, Spezialprojekte Wahlkampf","Silvia Bär; Stv. Generalsekretärin, 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3688.html,2011-07-14,2011,7,14
3689,Umweltrating der Umweltorganisationen zu den Wahlen 2011,Politforum des Bundes; Käfigturm 3011 Bern,Fr 09.09.2011 09:30,Medienkonferenz,"Ingrid Hess; Telefon 031 313 34 33, Fax 031 313 34 35; info at umweltallianz.ch, hess at umweltallianz.ch","Umweltallianz (WWF Schweiz, Greenpeace, VCS, Pro Natura)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3689.html,2011-09-09,2011,9,9
3692,"""Eine Bundesfeier für eine unbelastete Zukunft""",Medienzentrum Bundeshaus 3003 Bern,Mi 20.07.2011 10:30,"Medienkonferenz des Vereins ""Open-Air auf dem Bundesplatz"", unter Anwesenheit von Kindern und Jugendlichen aus Tschernobyl",info (at) openair-auf-dem-bundesplatz.ch,CVP/SPS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3692.html,2011-07-20,2011,7,20
3693,"""Entwicklungszusammenarbeit: Interessenpolitik oder uneigennützige Hilfe?""",Medienzentrum Bundeshaus 3003 Bern,Do 21.07.2011 10:30,"Point de presse; Mit: Kathy Riklin, Nationalrätin (ZH), Präsidentin Kommission für Aussenpolitik CVP Schweiz, Elisabeth Schneider-Schneiter, Nationalrätin (BL) und Mitglied der APK-N","Auskünfte/ renseignements: Alexandra Perina, Fraktionssekretärin/Secrétaire du Groupe, Mobil: 078 659 29 89; Tim Frey, Generalsekretär CVP Schweiz/Secrétaire général PDC suisse , Mobil: 079 873 88 08",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3693.html,2011-07-21,2011,7,21
3694,"Lancierung ""Volksinitiative gegen Masseneinwanderung""",Medienzentrum Bundeshaus 3003 Bern,Mo 25.07.2011 14:00,"Pressekonferenz; Referenten:; Nationalrat Toni Brunner (SG), Präsident SVP Schweiz; Nationalrat Guy Parmelin (VD); Kantonsrätin Anita Borer (ZH); Thomas Matter (ZH), Unternehmer",Martin Baltisser; Generalsekretär SVP Schweiz; 031 300 58 58 / 079 351 92 22,SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3694.html,2011-07-25,2011,7,25
3696,Tätigkeitsbericht 2010 Energie-Agentur der Wirtschaft,Alcatel; Friesenbergstrasse 75 8055 Zürich,Do 11.08.2011 10:00,Medienkonferenz,Rochus Burtscher; 044 421 34 45; rochus.burtscher (at) enaw.ch,Energie-Agentur der Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3696.html,2011-08-11,2011,8,11
3702,"""Wie jungfreisinnige die Schweiz verändern""",Medienzentrum Bundeshaus 3003 Bern,Do 04.08.2011 10:00,"Medienkonferenz; Referenten:; NR Christian Wasserfallen, Martin Blumenthal (jfgr), Cédric Vollmar (jflu)",Manuela FetzPhone: +41 79 502 23 61; E-Mail: sekretariat at jungfreisinnige.ch,Jungfreisinnige Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3702.html,2011-08-04,2011,8,4
3703,"Buchpräsentation ""Die käufliche Schweiz""","Politforum des Bundes, Käfigturm 3011 Bern",Do 25.08.2011 17:00,Mit den Autoren Viktor Parma und Oswald Sigg,Kein Kontakt,Verlag Nagel&Kimche,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3703.html,2011-08-25,2011,8,25
3704,Qualität der Schweizer Medien,Hotel Bellevue 3011 Bern,Do 06.10.2011 10:00,"Medienkonferenz ""Jahrbuch 2011 Qualität der Medien Schweiz Suisse Svizzera""",Kein Kontakt,Stiftung Öffentlichkeit und Gesellschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3704.html,2011-10-06,2011,10,6
3705,Lancierung der Volksinitiative „Millionen-Erbschaften für unsere AHV besteuern (Erbschaftssteuerreform)“,Medienzentrum Bundeshaus 3003 Bern,Di 16.08.2011 10:00 - 11:00,"Medienkonferenz; Programm: Heiner Studer, Parteipräsident der EVP Schweiz: Erbschaftssteuerreform: Einführung, Entstehung und Eckwerte; Christian Levrat, Parteipräsident der SP Schweiz (en français): : Die Erbschaftssteuerreform ist liberal, gerecht und schafft Chancengleichheit; Nationalrätin Marlies Bänziger (Grüne, ZH): Kantone werden am Ertrag beteiligt; Nationalrätin Marie-Thérèse Weber-Gobet (CSP, FR): Moderate Erbschaftssteuer trägt zur Stärkung der AHV bei; Giorgio Tuti, Vizepräsident SGB und Präsident SEV: Verteilungsbericht: Ungleiche Vermögensverteilung in der Schweiz; Rosmarie Zapfl, alt CVP-Nationalrätin (ZH): Keine Gefährdung von KMU und Landwirtschaftsbetrieben","Heiner Studer, Président PEV Suisse : 079 445 31 70; Christian Levrat, Président PS Suisse: 079 240 75 57; Giorgio Tuti, Vice-président USS et Président SEV: 079 221 45 64; Conseillère nationale Marie-Thérèse Weber-Gobet (PCS, FR): 079 508 72 94; Conseillère nationale Marlies Bänziger (Verts, ZH): 076 592 66 87; Rosmarie Zapfl, anc. Conseillère nationale (PDC, ZH): 079 425 54 31; Joel Blunier, secrétaire générale PEV Suisse: 076 379 76 79; Niklaus Hari, chargé de communication PEV Suisse: 079 202 72 27",EVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3705.html,2011-08-16,2011,8,16
3706,VBS-Kadertag,Treffpunkt für die Medienschaffenden vor dem Bundeshaus Ost; Point de rencontre pour les représentants des médias : devant le Palais fédéral est. Punto di ritrovo per gli operatori dei media davanti a Palazzo federale est. 3001 Bern,Fr 19.08.2011 13:30 - 18:00,"Bundesrat Ueli Maurer wird Rückblick halten und seine Ziele, Perspektiven und Erwartungen; bekanntgeben.",Silvia Steidle; 031 324 50 86; silvia.steidle@gs-vbs.admin.ch,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3706.html,2011-08-19,2011,8,19
3707,« Starker Mittelstand dank der CVP »,Medienzentrum Bundeshaus 3003 Bern,Fr 05.08.2011 10:30,Point de presse mit Fraktionschef und Ständerat Urs Schwaller (FR) und Nationalrätin Lucrezia Meier-Schatz (SG),"Tim Frey, Generalsekretär, CVP Schweiz, 079 873 88 08, frey@cvp.ch",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3707.html,2011-08-05,2011,8,5
3708,Delegiertenversammlung,"Palais de Beaulieu, Av. des Bergières 10, 1000 Lausanne 22 1000 Lausanne",Sa 27.08.2011 10:15,"Delegiertenversammlung „KMU stärken, Arbeitsplätze sichern“","Noé Blancpain, chef de la communication, 078 748 61 63, blancpain@fdp.ch; Philippe Miauton, porte-parole, 079 277 68 41, miauton@plr.ch",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3708.html,2011-08-27,2011,8,27
3709,Hintergrundgespräch,Bernerhof 3003 Bern,Fr 12.08.2011 14:00,mit Bundesrätin Simonetta Sommaruga,"Guido Balmer, Tel. +41 31 322 18 18",Eidgenössisches Justiz- und Polizeidepartement EJPD,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3709.html,2011-08-12,2011,8,12
3711,"Die Kampagne «Fairplay im Wahlkampf» setzt ein klares Zeichen gegen Ausgrenzung, Diffamierung und Rassismus im Wahlkampf","Haus der Religionen, Laubeggstrasse 21 3006 Bern",Mi 10.08.2011 10:00 - 11:00,"Fairness soll nicht nur im Sport, sondern auch in der Politik und im täglichen Umgang gelten, dafür setzt sich die Kampagne «Fairplay im Wahlkampf» ein. Im Wahlkampf geht es um politische Auseinandersetzungen. Kontroverse Themen sollen in einer Demokratie debattiert werden. Doch ein ausgrenzender Wahlkampf mit rassistischen Untertönen – die Abwertung oder Kriminalisierung von Menschen aufgrund ihrer Herkunft, ihrer Muttersprache oder ihrer Religionszugehörigkeit – fördert Konflikte und ist der politischen Diskussion nicht dienlich. Fairplay im Wahlkampf bedeutet, dass kontroverse Themen sachlich und nicht auf Kosten Anderer menschenverachtend oder diskriminierend diskutiert werden. Begründung und Zielsetzung der Kampagne «Fairplay im Wahlkampf» werden detailliert vorgestellt von: - Rita Schiavi, Mitglied der Geschäftsleitung der UNIA; - Emine Sariaslan, Präsidentin des FIMM Schweiz; - M. Muhammad Hanel, Delegierter der VIOZ; - Georg Kreis, Präsident der Eidgenössischen Kommission gegen Rassismus EKR","www.fairplay-wahlen.ch; www.fairplay-elezioni.ch; www.fairplay-elections.ch; E-Mail: info@fairplay-elections.ch;; Kathrin Buchmann, stellvertretende Geschäftsführerin EKR; Tel.: 031 323 36 58; E-Mail: kathrin.buchmann@gs-edi.admin.ch.",Trägerorganisationen «Fairplay im Wahlkampf»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3711.html,2011-08-10,2011,8,10
3713,"""Runder Tisch zur Weitergabe der tieferen Importpreise aufgrund der Frankenstärke""",Bernerhof; Bundesgasse 3 Bern,Mi 10.08.2011 14:00,Point de presse mit Bundesrat Johann N. Schneider-Ammann,"Christophe Hans, Chef d’Information DFE; 031 322 39 60","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3713.html,2011-08-10,2011,8,10
3714,"Ozonabbau, UV-Strahlung und Klimawandel: Zusammenhänge und Wirkung auf Ökosysteme","Eawag, Forum Chriesbach, Überlandstrasse 133 8600 Dübendorf",Di 30.08.2011 13:00 - 16:30,"Das Symposium des United Nations Environment Programme (UNEP) bringt Mitglieder des Ausschusses für Umweltauswirkungen zusammen mit Wissenschaftern des Wasserforschungsinstituts Eawag und der ETH Zürich, die dem Welt-Klimarat IPCC und dem Programm für Stratospären-Prozesse als Berater dienen. Ziel des Anlasses ist, aufzuzeigen, wie der Ozonabbau, die Veränderung der UV-Strahlung und der Klimawandel zusammenhängen und wie aquatische und terrestrische Ökosystme davon betroffen sind. Die in Englisch gehaltenen Vorträge sind offen für alle Interessierten. Das Symposium wird unterstützt vom Bundesamt für Umwelt (Abteilung Internationales).","PD Dr. Barbara Sulzberger, sulzberger@eawag.ch, 044 391 97 85",Eawag: Wasserforschungsinstitut des ETH-Bereichs,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3714.html,2011-08-30,2011,8,30
3715,Sitzung vom 15./16.8. in St. Gallen,"Rathaus, Rosenbergsaal; Place de l’Hôtel de Ville, Rosenbergsaal St. Gallen",Di 16.08.2011 12:15,Medienkonferenz,Kein Kontakt,APK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3715.html,2011-08-16,2011,8,16
3716,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 18.01.2012,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Kein Kontakt,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3716.html,2012-01-18,2012,1,18
3717,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 25.01.2012,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Kein Kontakt,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3717.html,2012-01-25,2012,1,25
3718,Medienkonferenz,Hotel Schwanen Rapperswil (SG),Di 16.08.2011 14:00,Themen: Armeebericht 2010; Mo. Nationalrat (SiK-NR). Beschaffung von Kampfflugzeugen; Via Telefonübertragung live ins Medienzentrum – kleiner Konferenzraum,Kein Kontakt,SiK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3718.html,2011-08-16,2011,8,16
3719,Medienkonferenz,Hôtel Cailler Charmey (FR),Mo 15.08.2011 18:15 Abgesagt,Themen: Raumplanungsgesetz. Teilrevision; Kt.Iv. SG. Bauen ausserhalb der Bauzone; Via Telefonübertragung live ins Medienzentrum – kleiner Konferenzraum,Kein Kontakt,UREK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3719.html,2011-08-15,2011,8,15
3720,"""Nationalbank an die Arbeit, sonst sind wir arbeitslos!""",vor der Nationalbank; près du bâtiment de la Banque nationale Bern,Di 16.08.2011 12:45,Aktion des SGB und seiner Verbände vor der Nationalbank,Peter Lauener; Leiter Kommunikation SGB; Responsable de la communication et porte-parole de l’USS; 031 377 01 06 oder/ou 079 650 12 34,Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3720.html,2011-08-16,2011,8,16
3721,Ratspräsidenten eröffnen mit Schülern das Spiel „Mein Standpunkt“,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Di 23.08.2011 10:30,Ausstellung „Bundesplatz 3“ zu den Parlamentswahlen,Andreas Schilter; Co-Leiter Polit-Forum des Bundes/Co-directeur du Forum politique de la Confédération/Condirettore del Forum politico; 031 322 27 84; Andreas Blaser; Beauftragter für Öffentlichkeitsarbeit/Chargé des relations avec le public/Responsabile relazioni pubbliche; 031 322 97 20,Parlamentsdienste / Polit-Forum Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3721.html,2011-08-23,2011,8,23
3722,Delegiertenversammlung,Temple du Bas; Rue du Temple-Neuf 2000 Neuenburg,Sa 10.09.2011 10:15 - 16:00,Themen: - Welche Grenzen hat das Wachstum? - Atomausstiegskampagne,"Miriam Behrens, Generalsekretärin, 031 326 66 11; Anne-Marie Krauss, Vize-Generalsekretärin, 031 326 66 11",Grüne Partei der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3722.html,2011-09-10,2011,9,10
3725,„Schweizerische Opferbefragung 2011“,"Kantonspolizei Bern, Eingang Hodlerstrasse 6; Police cantonale bernoise, Entrée Hodlerstrasse 6 3011 Bern",Di 30.08.2011 09:00,Medienkonferenz,"Konferenz der Kantonalen Polizeikommandanten der Schweiz (KKPKS); Conférence des commandants des polices cantonales (CCPCS); 031 318 15 09, kkpks@kkjpd.ch",Konferenz der Kantonalen Polizeikommandanten der Schweiz (KKPKS),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3725.html,2011-08-30,2011,8,30
3727,"""Einstieg in die Berufswelt. Rahmenbedingungen und Voraussetzungen einer gelingenden Berufswahl – eine empirische Studie der ch-x""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mo 22.08.2011 10:00 - 11:00,Medienkonferenz,Silvia Steidle; Sprecherin VBS/Porte-parole du DDPS/Portavoce del DDPS; 031 324 50 86; silvia.steidle@gs-vbs.admin.ch,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3727.html,2011-08-22,2011,8,22
3728,Verleihung des KTI Medtech Awards,Kultur Casino; Herrengasse 25 3011 Bern,Di 23.08.2011 09:15 - 16:10,Verleihung des KTI Medtech Awards 2011. Zusätzlich dazu wird Bundesrat Johann Schneider-Ammann die ersten drei Innovationsvoucher an Life Science Firmen vergeben.,"Vinzenz Batt, Kommunikation KTI/Communication CTI; 031 322 83 63, vinzenz.batt@kti.admin.ch",Kommission für Technologie und Innovation KTI – ab 1.1.2018 Innosuisse - Schweizerische Agentur für Innovationsförderung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3728.html,2011-08-23,2011,8,23
3729,Nationale Lehrstellenkonferenz / Tag der Berufsbildung 2011,4500 Solothurn,Fr 25.11.2011 09:15 - 16:15,"Bundesrat Johann N. Schneider-Ammann, Vorsteher des eidgenössischen Volkswirtschaftsdepartements EVD, lädt zur 7. Nationale Lehrstellenkonferenz ein. Am Nachmittag findet der 9. Tag der Berufsbildung statt. Lehrstellenkonferenz:; Gewerblich-Industrielle Berufsfachschule, Kreuzacker 10, www.gibs-so.so.ch; Tag der Berufsbildung (öffentliche Veranstaltung):; Konzertsaal Solothurn, Untere Steingrubenstrasse 1","Bettina Bichsel; Berufsbildung BBT / Formation professionnelle, OFFT / Formazione professionale UFFT; 031 322 93 79, bettina.bichsel@bbt.admin.ch; Tiziana Fantini; Kommunikation BBT / Communication, OFFT / Comunicazione UFFT; 031 323 04 59, tiziana.fantini@bbt.admin.ch","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3729.html,2011-11-25,2011,11,25
3730,"18. Europäische Tage des Denkmals ""Im Untergrund"" - Podiumsdiskussion",Kornhausforum Bern; Kornhausplatz 18 3011 Bern,Di 06.09.2011 18:30,"Erste Veranstaltung zu den diesjährigen Europäischen Tagen des Denkmals vom 10./11.09.2011. Fachreferenten (Reinhard Zweidler, Dr. Daniel B. Gutscher, Reto Zurbuchen) diskutieren unter der Leitung von Romana Costa über das Thema «Untergrund – grenzenlose Freiheit?»",Kein Kontakt,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE / Architektur Forum Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3730.html,2011-09-06,2011,9,6
3732,Bundesratssitzung vom 17. August 2011,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Do 18.08.2011 10:00,Medienkonferenz mit Bundesrätin Simonetta Sommaruga; Thema: Vernehmlassung zu StGB-Revision,Kein Kontakt,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3732.html,2011-08-18,2011,8,18
3733,"""Wie ernst ist es der Schweiz mit ihrer Agglomerationspolitik?""",Universität/Université Neuchâtel; Faculté des Lettres; Espace Louis-Agassiz 1; Saal/salle R 48 Neuenburg,Do 25.08.2011 09:30,Jahresmedienkonferenz,"Martin Tschirren; Stv. Direktor Schweiz. Städteverband/Directeur suppléant de l’Union des villes suisses; 031 356 32 34, Mobil 076 561 16 52, martin.tschirren@staedteverband.ch",Schweizerischer Städteverband,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3733.html,2011-08-25,2011,8,25
3734,Generalversammlung,Kultur- und Kongresshaus Aarau; Saal/salle 1; Schlossplatz 9 5000 Aarau,Do 01.09.2011 11:15,Generalversammlung «In den öV investieren – Es lohnt sich!»; (Beginn GV ab 13 Uhr),Roger Baumann; Verantwortlicher Kommunikation/Responsable Communication; 031 359 23 15 / 079 270 10 00; roger.baumann@utp.ch,Verband öffentlicher Verkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3734.html,2011-09-01,2011,9,1
3736,"18. Europäische Tage des Denkmals ""Im Untergrund""","Rittergasse 1, Bischofshof, Münstersaal Basel",Di 30.08.2011 10:00,"Nationale Medienkonferenz der Europäischen Tage des Denkmals 2011; Die NIKE und die Kantonale Denkmalpflege Basel-Stadt laden herzlich zur feierlichen Lancierung der diesjährigen Denkmaltage ein. An der Eröffnungsfeier und der Medienorientierung stellen die Veranstaltenden die Ziele und Aktivitäten der diesjährigen Europäischen Tage des Denkmals zum Thema «Im Untergrund» vor. Anschliessend stehen die Referenten für Interviews zur Verfügung. Zudem erhalten Sie die Gelegenheit, an fachkundigen Führungen durch Andreas Hindemann, Münsterbaumeister, in der Münsterbauhütte und im Münster sowie durch Anne Nagel, Inventarisatorin, im Rollerhof teilzunehmen.","Daniela Schneuwly-Poffet / Andrea Nützi Poller; Co-Projektleitung; Nationale Informationsstelle; für Kulturgüter-Erhaltung NIKE; Kohlenweg 12, Postfach 111, 3097 Liebefeld; Telefon 031 336 71 11, Fax 031 333 20 60; E-Mail: info@nike-kultur.ch",Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE  und die kantonalen Fachstellen für Archäologie und Denkmalpflege,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3736.html,2011-08-30,2011,8,30
3737,"18. Europäische Tage des Denkmals ""Im Untergrund""",Ganze Schweiz,Sa 10.09.2011,"Die diesjährigen Denkmaltage öffnen einen breiten Fächer von Kulturgütern «unter uns». Zahlreiche wertvolle kulturelle Zeugen sind nicht direkt sichtbar: Sie befinden sich unter dem Erdboden und hinter Felswänden, werden verborgen durch Fassaden, Überzüge oder Deckschichten. Das Thema «Im Untergrund» rückt Verborgenes ans Licht: Festungen, Stollen, Keller, Krypten, Magazine, Kanalisationen, Minen, Zisternen, Tunnel und Bunker. Normalerweise sind diese Stätten weder zugänglich noch sichtbar. Doch die Denkmaltage blicken dieses Jahr «darunter und dahinter» und schürfen nach verborgenen Schätzen. Einen wichtigen Bereich bildet die Archäologie mit ihren unterirdischen Zeugnissen, welche die Zeiten überdauert haben. Die Europäischen Tage des Denkmals sind eine internationale Veranstaltung, die in fast 50 Ländern durchgeführt wird. Sie sind ein einzigartiger Anlass, um kulturelle Entdeckungen zu machen, und erlauben einem breiten Publikum, Orte und Objekte zu besuchen, die im Allgemeinen nicht zugänglich sind. Die Schweizer Ausgabe der Denkmaltage 2011 wird an rund 310 Orten mit mehr als 750 Veranstaltungen durchgeführt. Das detaillierte Programm mit allen Veranstaltungen finden Sie unter www.hereinspaziert.ch. Die Broschüre mit allen Veranstaltungen kann ab sofort bestellt werden: info@nike-kultur.ch oder T 031 336 71 11 oder NIKE, Postfach 111, 3097 Liebefeld","Daniela Schneuwly-Poffet / Andrea Nützi Poller; Co-Projektleitung; Nationale Informationsstelle; für Kulturgüter-Erhaltung NIKE; Kohlenweg 12, Postfach 111, 3097 Liebefeld; Telefon 031 336 71 11, Fax 031 333 20 60; E-Mail: info@nike-kultur.ch",Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE  und die kantonalen Fachstellen für Archäologie und Denkmalpflege,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3737.html,2011-09-10,2011,9,10
